Time,ang_x_imu,pid_output_ankle,pid_output_hip,zmp_ref,zmp_imu,Xzmp_ft,capture_point,iter
28.68,178.9037628174,-0.0779504039,-0.0779504039,0.0005709520,-0.00787841,0.01280331,-0.0122726736,574
28.73,178.8980865479,-0.1381785578,-0.1381785578,0.0005709520,-0.00767633,0.01317990,-0.0108643833,575
28.78,178.9107055664,-0.1420750200,-0.1420750200,0.0005709520,-0.00723894,0.01317990,-0.0084556098,576
28.83,178.9142608643,-0.1419420080,-0.1419420080,0.0005709520,-0.00717522,0.01340576,-0.0096698336,577
28.88,178.9262390137,-0.1192071121,-0.1192071121,0.0005709520,-0.00728536,0.01340576,-0.0110410182,578
28.93,178.9291687012,-0.0912514635,-0.0912514635,0.0005709520,-0.00739211,0.01306653,-0.0103614588,579
28.98,178.9306945801,-0.1566316382,-0.1566316382,0.0005709520,-0.00747294,0.01372172,-0.0107277602,580
29.03,178.9228820801,-0.0814843485,-0.0814843485,0.0005709520,-0.00770534,0.01333509,-0.0119675477,581
29.08,178.9287109375,-0.1208170830,-0.1208170830,0.0005709520,-0.00759342,0.01333509,-0.0102117202,582
29.13,178.9258575439,-0.1527204322,-0.1527204322,0.0005709520,-0.00791564,0.01415709,-0.0124360245,583
29.18,178.9266967773,-0.0958019799,-0.0958019799,0.0005709520,-0.00791112,0.01372683,-0.0112311161,584
29.23,178.9371032715,-0.1914948135,-0.1914948135,0.0005709520,-0.00791359,0.01472118,-0.0110160807,585
29.28,178.9375915527,-0.1364772854,-0.1364772854,0.0005709520,-0.00798621,0.01472118,-0.0114956951,586
29.33,178.9423065186,-0.1298256802,-0.1298256802,0.0005709520,-0.00767122,0.01426916,-0.0092518251,587
29.38,178.9405212402,-0.2187556854,-0.2187556854,0.0005709520,-0.00772615,0.01541815,-0.0111616671,588
29.43,178.9451904297,-0.1380368482,-0.1380368482,0.0005709520,-0.00760710,0.01495198,-0.0099389555,589
29.48,178.9520568848,-0.1577446580,-0.1577446580,0.0005709520,-0.00757564,0.01495198,-0.0107626676,590
29.53,178.9549255371,-0.2540248732,-0.2540248732,0.0005709520,-0.00753832,0.01621892,-0.0111028624,591
29.58,178.9517364502,-0.1588215059,-0.1588215059,0.0005709520,-0.00749049,0.01577092,-0.0094742658,592
29.63,178.9479370117,-0.2669669178,-0.2669669178,0.0005709520,-0.00764932,0.01710465,-0.0106428420,593
29.68,178.9468994141,-0.1450962592,-0.1450962592,0.0005709520,-0.00807737,0.01669091,-0.0117104505,594
29.73,178.9446563721,-0.1720006975,-0.1720006975,0.0005709520,-0.00827949,0.01669091,-0.0117278222,595
29.78,178.9409027100,-0.2514738346,-0.2514738346,0.0005709520,-0.00869213,0.01802821,-0.0124546388,596
29.83,178.9393005371,-0.1662458365,-0.1662458365,0.0005709520,-0.00884919,0.01766520,-0.0122977015,597
29.88,178.9495544434,-0.2777439534,-0.2777439534,0.0005709520,-0.00896776,0.01892349,-0.0127347913,598
29.93,178.9551239014,-0.2133757242,-0.2133757242,0.0005709520,-0.00877615,0.01863311,-0.0119679402,599
29.98,178.9594879150,-0.2247848464,-0.2247848464,0.0005709520,-0.00868988,0.01863311,-0.0120746368,600
30.03,178.9633483887,-0.3043201882,-0.3043201882,0.0005709520,-0.00869008,0.01975090,-0.0119440923,601
30.08,178.9659576416,-0.2160295573,-0.2160295573,0.0005709520,-0.00891686,0.01954530,-0.0120456231,602
30.13,178.9666748047,-0.3063746566,-0.3063746566,0.0005709520,-0.00890367,0.02044829,-0.0122187364,603
30.18,178.9661407471,-0.2639385695,-0.2639385695,0.0005709520,-0.00873777,0.02032705,-0.0121811715,604
30.23,178.9709014893,-0.2607563084,-0.2607563084,0.0005709520,-0.00875044,0.02032705,-0.0120040124,605
30.28,178.9706115723,-0.2795235798,-0.2795235798,0.0005709520,-0.00915471,0.02097303,-0.0126589017,606
30.33,178.9739685059,-0.2360771486,-0.2360771486,0.0005709520,-0.00953286,0.02093310,-0.0141731074,607
30.38,178.9752349854,-0.2449182481,-0.2449182481,0.0005709520,-0.00969352,0.02093310,-0.0143498205,608
30.43,178.9721984863,-0.2614093671,-0.2614093671,0.0005709520,-0.00997730,0.02132968,-0.0145608022,609
30.48,178.9717254639,-0.2432752161,-0.2432752161,0.0005709520,-0.01014387,0.02132968,-0.0143434314,610
30.53,178.9754943848,-0.2509469515,-0.2509469515,0.0005709520,-0.01023730,0.02141441,-0.0150143197,611
30.58,178.9650115967,-0.2262964897,-0.2262964897,0.0005709520,-0.01066456,0.02150730,-0.0156969949,612
30.63,178.9611663818,-0.2532018129,-0.2532018129,0.0005709520,-0.01052866,0.02150730,-0.0142838993,613
30.68,178.9663543701,-0.2292453138,-0.2292453138,0.0005709520,-0.01058605,0.02133590,-0.0142276270,614
30.73,178.9706573486,-0.2471202484,-0.2471202484,0.0005709520,-0.01062613,0.02146184,-0.0139706404,615
30.78,178.9812774658,-0.2344027883,-0.2344027883,0.0005709520,-0.01073846,0.02146184,-0.0148745736,616
30.83,178.9831085205,-0.1844000279,-0.1844000279,0.0005709520,-0.01125834,0.02124042,-0.0157808689,617
30.88,178.9920043945,-0.2018695632,-0.2018695632,0.0005709520,-0.01151928,0.02124042,-0.0164466990,618
30.93,178.9914245605,-0.1693400886,-0.1693400886,0.0005709520,-0.01177067,0.02088442,-0.0155296286,619
30.98,178.9998016357,-0.1778828392,-0.1778828392,0.0005709520,-0.01206140,0.02088442,-0.0168984317,620
31.03,179.0027313232,-0.1736111944,-0.1736111944,0.0005709520,-0.01231199,0.02088442,-0.0172995837,621
31.08,179.0075836182,-0.1108179517,-0.1108179517,0.0005709520,-0.01288038,0.02044892,-0.0180981196,622
31.13,179.0114288330,-0.1425629808,-0.1425629808,0.0005709520,-0.01312595,0.02044892,-0.0175178772,623
31.18,179.0124206543,-0.1096825535,-0.1096825535,0.0005709520,-0.01317731,0.01989843,-0.0171249111,624
31.23,179.0076599121,-0.1390186297,-0.1390186297,0.0005709520,-0.01328752,0.01999877,-0.0173665672,625
31.28,179.0189666748,-0.1276090029,-0.1276090029,0.0005709520,-0.01344617,0.01999877,-0.0180999010,626
31.33,179.0261535645,-0.0902222891,-0.0902222891,0.0005709520,-0.01364491,0.01959350,-0.0182247584,627
31.38,179.0253601074,-0.1142361217,-0.1142361217,0.0005709520,-0.01372717,0.01959350,-0.0179891503,628
31.43,179.0279998779,-0.0943896071,-0.0943896071,0.0005709520,-0.01370004,0.01924705,-0.0167337793,629
31.48,179.0316925049,-0.1136749501,-0.1136749501,0.0005709520,-0.01368515,0.01927651,-0.0170011590,630
31.53,179.0318756104,-0.1056820815,-0.1056820815,0.0005709520,-0.01376215,0.01927651,-0.0174610761,631
31.59,179.0413055420,-0.0718269159,-0.0718269159,0.0005709520,-0.01406355,0.01907537,-0.0188998268,632
31.63,179.0505523682,-0.0811731044,-0.0811731044,0.0005709520,-0.01427373,0.01907537,-0.0187906228,633
31.68,179.0543975830,-0.0675906603,-0.0675906603,0.0005709520,-0.01459476,0.01907537,-0.0198762557,634
31.73,179.0496826172,-0.0575008085,-0.0575008085,0.0005709520,-0.01487140,0.01900367,-0.0197075391,635
31.78,179.0475921631,-0.0556663669,-0.0556663669,0.0005709520,-0.01512788,0.01900367,-0.0200940414,636
31.83,179.0581207275,-0.0610195035,-0.0610195035,0.0005709520,-0.01527720,0.01905350,-0.0207762760,637
31.88,179.0366363525,-0.0754565315,-0.0754565315,0.0005709520,-0.01515105,0.01905350,-0.0191036098,638
31.93,179.0337524414,-0.0664916795,-0.0664916795,0.0005709520,-0.01518650,0.01905350,-0.0199640358,639
31.98,179.0361175537,-0.0595248879,-0.0595248879,0.0005709520,-0.01545249,0.01920301,-0.0211698824,640
32.03,179.0229187012,-0.0704550747,-0.0704550747,0.0005709520,-0.01538439,0.01920301,-0.0197825393,641
32.08,179.0321807861,-0.0729589848,-0.0729589848,0.0005709520,-0.01530565,0.01920301,-0.0199141517,642
32.13,179.0313568115,-0.0870022451,-0.0870022451,0.0005709520,-0.01528269,0.01941968,-0.0189107766,643
32.18,179.0296478271,-0.0574715389,-0.0574715389,0.0005709520,-0.01551668,0.01941968,-0.0204801198,644
32.23,179.0423736572,-0.0658276507,-0.0658276507,0.0005709520,-0.01580248,0.01966099,-0.0207679992,645
32.28,179.0344390869,-0.0546205972,-0.0546205972,0.0005709520,-0.01598149,0.01966099,-0.0211396394,646
32.33,179.0301666260,-0.0508628297,-0.0508628297,0.0005709520,-0.01615082,0.01966099,-0.0216522437,647
32.38,179.0277404785,-0.0758326048,-0.0758326048,0.0005709520,-0.01617118,0.01990137,-0.0212017746,648
32.43,179.0210723877,-0.0337472658,-0.0337472658,0.0005709520,-0.01658556,0.01990137,-0.0226895086,649
32.48,179.0208282471,-0.0703308311,-0.0703308311,0.0005709520,-0.01656064,0.02008804,-0.0212744330,650
32.53,179.0036926270,-0.0693197588,-0.0693197588,0.0005709520,-0.01643318,0.02008804,-0.0207013899,651
32.58,179.0072784424,-0.0521311416,-0.0521311416,0.0005709520,-0.01657737,0.02008804,-0.0226176022,652
32.63,179.0021972656,-0.0534116620,-0.0534116620,0.0005709520,-0.01677978,0.02021146,-0.0223131203,653
32.68,178.9949493408,-0.0463338094,-0.0463338094,0.0005709520,-0.01692673,0.02021146,-0.0216966612,654
32.73,178.9970703125,-0.0344662126,-0.0344662126,0.0005709520,-0.01720422,0.02023288,-0.0228651098,655
32.78,178.9840698242,-0.0254842581,-0.0254842581,0.0005709520,-0.01751232,0.02025069,-0.0239336360,656
32.83,178.9767456055,-0.0322915693,-0.0322915693,0.0005709520,-0.01761495,0.02025069,-0.0227709555,657
32.88,178.9722900391,-0.0282205852,-0.0282205852,0.0005709520,-0.01769960,0.02021271,-0.0224104721,658
32.93,178.9723968506,0.0090060592,0.0090060592,0.0005709520,-0.01827747,0.02021271,-0.0245759797,659
32.98,178.9797821045,0.0146746494,0.0146746494,0.0005709520,-0.01877326,0.02024802,-0.0248787196,660
33.03,178.9797515869,0.0324032857,0.0324032857,0.0005709520,-0.01916704,0.02009876,-0.0250835261,661
33.08,178.9782409668,0.0046668747,0.0046668747,0.0005709520,-0.01915907,0.02009876,-0.0239393845,662
33.13,178.9854278564,0.0212286342,0.0212286342,0.0005709520,-0.01921040,0.01993466,-0.0239933780,663
33.18,178.9829864502,0.0254513661,0.0254513661,0.0005709520,-0.01941019,0.01993466,-0.0258040310,664
33.23,178.9778442383,0.0248058216,0.0248058216,0.0005709520,-0.01953467,0.01993466,-0.0250738812,665
33.28,178.9795227051,0.0437851048,0.0437851048,0.0005709520,-0.01968083,0.01974493,-0.0254703693,666
33.33,178.9789733887,0.0168042225,0.0168042225,0.0005709520,-0.01954494,0.01974493,-0.0242590068,667
33.38,178.9766693115,0.0501501337,0.0501501337,0.0005709520,-0.01971068,0.01955672,-0.0246152932,668
33.43,178.9713134766,0.0296689778,0.0296689778,0.0005709520,-0.01967346,0.01955672,-0.0242521530,669
33.48,178.9678192139,0.0102361916,0.0102361916,0.0005709520,-0.01939537,0.01956244,-0.0235358110,670
33.53,178.9611968994,0.0311292107,0.0311292107,0.0005709520,-0.01931207,0.01938971,-0.0232312642,671
33.58,178.9608154297,0.0123016392,0.0123016392,0.0005709520,-0.01912069,0.01938971,-0.0226199733,672
33.64,178.9517517090,0.0289523056,0.0289523056,0.0005709520,-0.01921213,0.01938669,-0.0233554641,673
33.68,178.9532318115,0.0270629363,0.0270629363,0.0005709520,-0.01913319,0.01927002,-0.0236589085,674
33.73,178.9423522949,0.0114397410,0.0114397410,0.0005709520,-0.01895009,0.01927002,-0.0228696971,675
33.78,178.9494934082,0.0420959536,0.0420959536,0.0005709520,-0.01916065,0.01919394,-0.0255179753,676
33.83,178.9429473877,0.0131989439,0.0131989439,0.0005709520,-0.01896642,0.01919394,-0.0233596485,677
33.88,178.9546356201,0.0142065619,0.0142065619,0.0005709520,-0.01882203,0.01916549,-0.0230312135,678
33.94,178.9516296387,0.0044848083,0.0044848083,0.0005709520,-0.01862006,0.01917034,-0.0235832572,679
33.98,178.9393768311,0.0157358630,0.0157358630,0.0005709520,-0.01863227,0.01917034,-0.0234075212,680
34.03,178.9304504395,0.0160620184,0.0160620184,0.0005709520,-0.01860176,0.01912735,-0.0226827467,681
34.08,178.9305267334,-0.0289241228,-0.0289241228,0.0005709520,-0.01807047,0.01918737,-0.0210787698,682
34.13,178.9310760498,-0.0279021885,-0.0279021885,0.0005709520,-0.01763515,0.01913230,-0.0206988668,683
34.18,178.9300384521,-0.0375152570,-0.0375152570,0.0005709520,-0.01735636,0.01923493,-0.0205491130,684
34.24,178.9104614258,-0.0546763089,-0.0546763089,0.0005709520,-0.01687355,0.01923493,-0.0198073165,685
34.29,178.9055938721,-0.0653122834,-0.0653122834,0.0005709520,-0.01634057,0.01916532,-0.0197268336,686
34.34,178.9059600830,-0.0821676064,-0.0821676064,0.0005709520,-0.01594832,0.01930639,-0.0188840313,687
34.38,178.8992919922,-0.0721687284,-0.0721687284,0.0005709520,-0.01563843,0.01921847,-0.0186038994,688
34.43,178.9125671387,-0.1095091654,-0.1095091654,0.0005709520,-0.01516031,0.01938592,-0.0187631306,689
34.48,178.9154663086,-0.0842421675,-0.0842421675,0.0005709520,-0.01506707,0.01938592,-0.0206622335,690
34.54,178.9219360352,-0.0897495254,-0.0897495254,0.0005709520,-0.01481894,0.01927331,-0.0193428140,691
34.58,178.9262237549,-0.0961520368,-0.0961520368,0.0005709520,-0.01483798,0.01946795,-0.0197403588,692
34.64,178.9288330078,-0.0792107771,-0.0792107771,0.0005709520,-0.01494682,0.01946795,-0.0203549435,693
34.69,178.9352264404,-0.0894360339,-0.0894360339,0.0005709520,-0.01474378,0.01932871,-0.0199889416,694
34.74,178.9465026855,-0.1047383700,-0.1047383700,0.0005709520,-0.01473155,0.01956294,-0.0202032260,695
34.79,178.9465179443,-0.1045786305,-0.1045786305,0.0005709520,-0.01439803,0.01939146,-0.0182879010,696
34.84,178.9488525391,-0.1478878251,-0.1478878251,0.0005709520,-0.01399719,0.01967582,-0.0164327417,697
34.89,178.9556579590,-0.1056359169,-0.1056359169,0.0005709520,-0.01389797,0.01946985,-0.0182297882,698
34.94,178.9534454346,-0.1256096853,-0.1256096853,0.0005709520,-0.01370285,0.01946985,-0.0171757682,699
34.99,178.9562835693,-0.1474987945,-0.1474987945,0.0005709520,-0.01364720,0.01983593,-0.0174647252,700
35.04,178.9568786621,-0.1088819467,-0.1088819467,0.0005709520,-0.01364131,0.01959623,-0.0175333839,701
35.09,178.9466400146,-0.1504636231,-0.1504636231,0.0005709520,-0.01371818,0.02007160,-0.0176636528,702
35.14,178.9619293213,-0.1242029502,-0.1242029502,0.0005709520,-0.01380276,0.02007160,-0.0184200822,703
35.19,178.9568786621,-0.1109709993,-0.1109709993,0.0005709520,-0.01376432,0.01980045,-0.0180879597,704
35.24,178.9366455078,-0.1606159468,-0.1606159468,0.0005709520,-0.01385783,0.02040067,-0.0183171685,705
35.29,178.9419555664,-0.1313605988,-0.1313605988,0.0005709520,-0.01361445,0.02010487,-0.0185827736,706
35.34,178.9404296875,-0.1255474949,-0.1255474949,0.0005709520,-0.01372685,0.02010487,-0.0187589259,707
35.39,178.9358062744,-0.1809967049,-0.1809967049,0.0005709520,-0.01381232,0.02085455,-0.0185212077,708
35.44,178.9331665039,-0.1335211127,-0.1335211127,0.0005709520,-0.01369022,0.02054208,-0.0179561268,709
35.49,178.9323272705,-0.2140138683,-0.2140138683,0.0005709520,-0.01364533,0.02144327,-0.0181690813,710
35.54,178.9224548340,-0.1526653330,-0.1526653330,0.0005709520,-0.01351460,0.02112502,-0.0168604962,711
35.59,178.9292755127,-0.1411529816,-0.1411529816,0.0005709520,-0.01379295,0.02112502,-0.0183845856,712
35.64,178.9295806885,-0.2093025849,-0.2093025849,0.0005709520,-0.01410447,0.02215949,-0.0189422167,713
35.69,178.9296112061,-0.1228537993,-0.1228537993,0.0005709520,-0.01446198,0.02184629,-0.0196783708,714
35.74,178.9217529297,-0.1352594207,-0.1352594207,0.0005709520,-0.01474339,0.02184629,-0.0192660933,715
35.79,178.9101257324,-0.1952967715,-0.1952967715,0.0005709520,-0.01497532,0.02269099,-0.0196852075,716
35.84,178.9013061523,-0.1386310077,-0.1386310077,0.0005709520,-0.01532243,0.02269099,-0.0202231159,717
35.89,178.9107818604,-0.2256972814,-0.2256972814,0.0005709520,-0.01559078,0.02388863,-0.0201047483,718
35.94,178.9161071777,-0.1315967527,-0.1315967527,0.0005709520,-0.01595955,0.02362215,-0.0216549967,719
35.99,178.9273681641,-0.1815233852,-0.1815233852,0.0005709520,-0.01571723,0.02362215,-0.0199270233,720
36.04,178.9216918945,-0.2450948762,-0.2450948762,0.0005709520,-0.01567252,0.02458619,-0.0199375687,721
36.09,178.9123077393,-0.1878080220,-0.1878080220,0.0005709520,-0.01576416,0.02458619,-0.0211821120,722
36.14,178.9275207520,-0.2934242591,-0.2934242591,0.0005709520,-0.01553494,0.02570369,-0.0196411723,723
36.19,178.9238433838,-0.2223128202,-0.2223128202,0.0005709520,-0.01540482,0.02552279,-0.0199204537,724
36.24,178.9203491211,-0.2260340704,-0.2260340704,0.0005709520,-0.01538905,0.02552279,-0.0207659302,725
36.29,178.9184112549,-0.2771849796,-0.2771849796,0.0005709520,-0.01553342,0.02635946,-0.0202513060,726
36.34,178.9151306152,-0.2135633356,-0.2135633356,0.0005709520,-0.01592028,0.02635946,-0.0205719926,727
36.39,178.9116821289,-0.2857826105,-0.2857826105,0.0005709520,-0.01599550,0.02713959,-0.0207673204,728
36.44,178.9205780029,-0.2171439950,-0.2171439950,0.0005709520,-0.01635090,0.02704966,-0.0218520911,729
36.49,178.9293975830,-0.2281711757,-0.2281711757,0.0005709520,-0.01650055,0.02704966,-0.0211578995,730
36.54,178.9273071289,-0.2582478450,-0.2582478450,0.0005709520,-0.01673691,0.02758721,-0.0219625959,731
36.59,178.9253692627,-0.2245809043,-0.2245809043,0.0005709520,-0.01693091,0.02753310,-0.0219632230,732
36.64,178.9208221436,-0.2291662976,-0.2291662976,0.0005709520,-0.01703506,0.02753310,-0.0222537620,733
36.69,178.9219055176,-0.2245694905,-0.2245694905,0.0005709520,-0.01742978,0.02779718,-0.0239778147,734
36.74,178.9199981689,-0.2137187358,-0.2137187358,0.0005709520,-0.01766143,0.02779718,-0.0234419529,735
36.79,178.9117736816,-0.2186418321,-0.2186418321,0.0005709520,-0.01779069,0.02783775,-0.0234945929,736
36.84,178.9151611328,-0.2189113756,-0.2189113756,0.0005709520,-0.01784618,0.02783775,-0.0231922352,737
36.89,178.9219207764,-0.2083056309,-0.2083056309,0.0005709520,-0.01802450,0.02783775,-0.0237220173,738
36.94,178.9234161377,-0.1834669889,-0.1834669889,0.0005709520,-0.01831480,0.02767819,-0.0242356058,739
36.99,178.9282226562,-0.1872444404,-0.1872444404,0.0005709520,-0.01856410,0.02767819,-0.0244862125,740
37.04,178.9241333008,-0.1716249660,-0.1716249660,0.0005709520,-0.01893835,0.02767819,-0.0244085440,741
37.09,178.9181518555,-0.1439376787,-0.1439376787,0.0005709520,-0.01923388,0.02735539,-0.0255036794,742
37.14,178.9189910889,-0.1662117652,-0.1662117652,0.0005709520,-0.01934887,0.02735539,-0.0248496432,743
37.19,178.9234924316,-0.1256091358,-0.1256091358,0.0005709520,-0.01954105,0.02692978,-0.0258453129,744
37.24,178.9229888916,-0.1413039434,-0.1413039434,0.0005709520,-0.01974337,0.02692978,-0.0254057846,745
37.29,178.9262542725,-0.1354949724,-0.1354949724,0.0005709520,-0.01995557,0.02692978,-0.0258752007,746
37.34,178.9360809326,-0.0913887074,-0.0913887074,0.0005709520,-0.02021197,0.02645695,-0.0265710083,747
37.39,178.9388732910,-0.1081033733,-0.1081033733,0.0005709520,-0.02047493,0.02645695,-0.0264502243,748
37.44,178.9425506592,-0.0843833549,-0.0843833549,0.0005709520,-0.02051087,0.02600156,-0.0264229914,749
37.49,178.9510192871,-0.0947974176,-0.0947974176,0.0005709520,-0.02069933,0.02600156,-0.0259788390,750
37.54,178.9391632080,-0.0873546863,-0.0873546863,0.0005709520,-0.02092408,0.02600156,-0.0264634047,751
37.59,178.9272766113,-0.0586676047,-0.0586676047,0.0005709520,-0.02107626,0.02562167,-0.0273672331,752
37.64,178.9315490723,-0.0653638617,-0.0653638617,0.0005709520,-0.02134142,0.02562167,-0.0269448541,753
37.70,178.9295654297,-0.0421424368,-0.0421424368,0.0005709520,-0.02155623,0.02535033,-0.0272752521,754
37.74,178.9248504639,-0.0511012318,-0.0511012318,0.0005709520,-0.02176064,0.02535033,-0.0283120496,755
37.79,178.9352111816,-0.0380202432,-0.0380202432,0.0005709520,-0.02207116,0.02535033,-0.0285630672,756
37.84,178.9358367920,-0.0300439707,-0.0300439707,0.0005709520,-0.02224100,0.02520701,-0.0278398220,757
37.89,178.9451751709,-0.0253998258,-0.0253998258,0.0005709520,-0.02251150,0.02520701,-0.0288067622,758
37.94,178.9414978027,-0.0406458794,-0.0406458794,0.0005709520,-0.02248847,0.02520701,-0.0278389107,759
38.00,178.9389038086,-0.0206984573,-0.0206984573,0.0005709520,-0.02273087,0.02519888,-0.0287680536,760
38.04,178.9446105957,-0.0275507605,-0.0275507605,0.0005709520,-0.02280642,0.02519888,-0.0284689263,761
38.09,178.9614562988,-0.0227238241,-0.0227238241,0.0005709520,-0.02302713,0.02530492,-0.0293249352,762
38.14,178.9584350586,-0.0214113004,-0.0214113004,0.0005709520,-0.02312100,0.02530492,-0.0288744438,763
38.19,178.9560394287,-0.0450272485,-0.0450272485,0.0005709520,-0.02286907,0.02530524,-0.0279899896,764
38.24,178.9310607910,-0.0376576834,-0.0376576834,0.0005709520,-0.02299779,0.02550376,-0.0294912242,765
38.29,178.9315490723,-0.0286814623,-0.0286814623,0.0005709520,-0.02307095,0.02550376,-0.0291798204,766
38.34,178.9394683838,-0.0219913419,-0.0219913419,0.0005709520,-0.02320309,0.02549800,-0.0293067762,767
38.39,178.9356384277,-0.0212623102,-0.0212623102,0.0005709520,-0.02355100,0.02574434,-0.0312395561,768
38.44,178.9430847168,-0.0195831694,-0.0195831694,0.0005709520,-0.02364104,0.02574434,-0.0300716479,769
38.49,178.9391632080,-0.0450795058,-0.0450795058,0.0005709520,-0.02361511,0.02599827,-0.0294017409,770
38.54,178.9495544434,-0.0057027814,-0.0057027814,0.0005709520,-0.02395354,0.02599827,-0.0313292059,771
38.59,178.9536437988,-0.0161092522,-0.0161092522,0.0005709520,-0.02403292,0.02599092,-0.0307495936,772
38.64,178.9502410889,-0.0214977388,-0.0214977388,0.0005709520,-0.02424270,0.02621475,-0.0309204004,773
38.69,178.9520874023,-0.0201532189,-0.0201532189,0.0005709520,-0.02425125,0.02621475,-0.0306154230,774
38.75,178.9452209473,-0.0074589610,-0.0074589610,0.0005709520,-0.02458506,0.02637366,-0.0321475674,775
38.80,178.9506835938,0.0000602107,0.0000602107,0.0005709520,-0.02480179,0.02637366,-0.0319317543,776
38.84,178.9431915283,-0.0120197786,-0.0120197786,0.0005709520,-0.02477831,0.02636683,-0.0310120187,777
38.89,178.9410705566,-0.0081679059,-0.0081679059,0.0005709520,-0.02489970,0.02644797,-0.0315394868,778
38.94,178.9551086426,-0.0131174811,-0.0131174811,0.0005709520,-0.02486054,0.02644797,-0.0305246559,779
38.99,178.9530487061,0.0159541799,0.0159541799,0.0005709520,-0.02520886,0.02643488,-0.0324573871,780
39.05,178.9522705078,0.0052777500,0.0052777500,0.0005709520,-0.02530729,0.02643488,-0.0314178196,781
39.10,178.9363708496,0.0105218812,0.0105218812,0.0005709520,-0.02543725,0.02642937,-0.0324336884,782
39.15,178.9270629883,0.0302536140,0.0302536140,0.0005709520,-0.02570147,0.02634036,-0.0328180365,783
39.20,178.9214630127,0.0330158182,0.0330158182,0.0005709520,-0.02597358,0.02634036,-0.0332245810,784
39.25,178.9201507568,0.0356248539,0.0356248539,0.0005709520,-0.02618768,0.02633842,-0.0339408576,785
39.30,178.9210357666,0.0374230206,0.0374230206,0.0005709520,-0.02620353,0.02618641,-0.0327573541,786
39.35,178.9075775146,0.0424994333,0.0424994333,0.0005709520,-0.02637943,0.02618282,-0.0329897068,787
39.40,178.9101409912,0.0566485648,0.0566485648,0.0005709520,-0.02649631,0.02599155,-0.0334334494,788
39.45,178.9181518555,0.0360587495,0.0360587495,0.0005709520,-0.02642713,0.02599155,-0.0313969197,789
39.50,178.8978271484,0.0414000359,0.0414000359,0.0005709520,-0.02645110,0.02599041,-0.0326284406,790
39.55,178.8862609863,0.0352967470,0.0352967470,0.0005709520,-0.02618475,0.02578868,-0.0303611376,791
39.60,178.8794708252,0.0156813157,0.0156813157,0.0005709520,-0.02587622,0.02578465,-0.0304066484,792
39.65,178.8750305176,0.0103777298,0.0103777298,0.0005709520,-0.02560270,0.02578465,-0.0297821367,793
39.70,178.8886871338,0.0484980622,0.0484980622,0.0005709520,-0.02574195,0.02559799,-0.0316299619,794
39.75,178.8871612549,0.0188848357,0.0188848357,0.0005709520,-0.02556003,0.02559370,-0.0310308649,795
39.80,178.8815460205,0.0404249955,0.0404249955,0.0005709520,-0.02557926,0.02544413,-0.0318116064,796
39.85,178.8642272949,0.0289722751,0.0289722751,0.0005709520,-0.02553904,0.02544413,-0.0313928990,797
39.90,178.8562927246,0.0089110400,0.0089110400,0.0005709520,-0.02523685,0.02543613,-0.0312211003,798
39.95,178.8497467041,0.0310765851,0.0310765851,0.0005709520,-0.02524122,0.02534101,-0.0316989126,799
40.00,178.8235931396,0.0395215961,0.0395215961,0.0005709520,-0.02540963,0.02533059,-0.0321504748,800
40.05,178.8290100098,0.0384509330,0.0384509330,0.0005709520,-0.02547584,0.02529195,-0.0332298956,801
40.10,178.8469848633,0.0008998037,0.0008998037,0.0005709520,-0.02502189,0.02526868,-0.0291695318,802
40.15,178.8482666016,0.0034809839,0.0034809839,0.0005709520,-0.02476942,0.02526868,-0.0300117015,803
40.20,178.8386230469,-0.0046838254,-0.0046838254,0.0005709520,-0.02451892,0.02529518,-0.0294841889,804
40.25,178.8407135010,-0.0238798680,-0.0238798680,0.0005709520,-0.02403925,0.02525588,-0.0288837319,805
40.30,178.8305358887,-0.0445903413,-0.0445903413,0.0005709520,-0.02355756,0.02534359,-0.0279884131,806
40.35,178.8347015381,-0.0472421280,-0.0472421280,0.0005709520,-0.02314294,0.02534359,-0.0270325332,807
40.40,178.8430633545,-0.0749310591,-0.0749310591,0.0005709520,-0.02243822,0.02528411,-0.0250965570,808
40.45,178.8335266113,-0.0735617704,-0.0735617704,0.0005709520,-0.02217291,0.02543035,-0.0263251512,809
40.50,178.8370361328,-0.0886595252,-0.0886595252,0.0005709520,-0.02161225,0.02534507,-0.0256936082,810
40.55,178.8376159668,-0.0857950929,-0.0857950929,0.0005709520,-0.02133377,0.02534507,-0.0258614864,811
40.60,178.8293914795,-0.1177719871,-0.1177719871,0.0005709520,-0.02093224,0.02555525,-0.0256503863,812
40.65,178.8403015137,-0.1064822969,-0.1064822969,0.0005709520,-0.02055499,0.02543499,-0.0255236168,813
40.70,178.8444976807,-0.1235822966,-0.1235822966,0.0005709520,-0.02043111,0.02571022,-0.0269846998,814
40.75,178.8409576416,-0.1213142377,-0.1213142377,0.0005709520,-0.02004163,0.02555636,-0.0255792488,815
40.80,178.8527984619,-0.1153901927,-0.1153901927,0.0005709520,-0.01996365,0.02555636,-0.0260732662,816
40.85,178.8546295166,-0.1607964692,-0.1607964692,0.0005709520,-0.01965551,0.02590538,-0.0244998946,817
40.90,178.8520965576,-0.1415460241,-0.1415460241,0.0005709520,-0.01928342,0.02571446,-0.0241258762,818
40.95,178.8611602783,-0.1263678232,-0.1263678232,0.0005709520,-0.01936506,0.02571446,-0.0247817602,819
